,age_log,total_number_dogs,size,coat,word_name,in_sex,dark mix,in_neuter,energy,cute_name,groom,Normal,Stray,light mix,popular_shelter_name,human_name,Owner Surrender,4,popular_dog_name,sporting,herding,toy,light,6,other,3,Public Assist,11,chihuahua,aggressive,time_class,shelter_time
15678,-2.56494935746,478,2.0,1.0,0,1,1.0,0,3.0,1,1.0,1.0,1.0,0.0,0,0,0.0,0.0,0,1,0,0,0.0,0.0,1,1.0,0.0,0.0,0,1,0,29
15679,-2.56494935746,478,2.5,1.5,1,0,0.0,0,2.5,1,1.0,1.0,1.0,0.0,0,1,0.0,0.0,0,1,1,0,0.0,0.0,0,1.0,0.0,0.0,0,0,0,27
15680,0.69314718056,478,2.0,1.0,0,1,0.0,0,2.5,0,1.5,1.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,1,1.0,0.0,0.0,0,1,0,43
15682,1.38629436112,478,2.0,1.0,0,1,1.0,1,2.0,0,1.0,1.0,0.0,0.0,0,1,1.0,0.0,0,0,0,0,0.0,0.0,0,1.0,0.0,0.0,0,0,0,74
15686,-2.48490664979,478,2.0,1.0,0,0,1.0,0,3.0,0,1.0,1.0,1.0,0.0,0,1,0.0,0.0,0,0,0,0,0.0,0.0,1,1.0,0.0,0.0,0,0,1,6
15697,0.0,480,2.0,1.0,1,0,0.0,0,3.0,1,1.0,1.0,1.0,0.0,0,1,0.0,0.0,0,0,0,0,0.0,0.0,1,1.0,0.0,0.0,0,1,0,41
15699,1.09861228867,480,1.0,3.0,1,0,1.0,1,2.0,0,2.0,1.0,1.0,0.0,1,1,0.0,0.0,0,0,0,1,0.0,0.0,0,1.0,0.0,0.0,0,0,1,7
15701,0.69314718056,480,1.0,1.0,0,0,0.0,0,2.0,1,1.0,1.0,1.0,0.0,0,1,0.0,0.0,0,0,0,1,1.0,0.0,0,1.0,0.0,0.0,0,0,1,4
15704,-2.48490664979,480,1.5,2.5,1,0,0.0,0,2.0,0,2.0,1.0,1.0,0.0,0,1,0.0,0.0,0,0,0,0,1.0,0.0,0,1.0,0.0,0.0,0,0,1,5
15705,-2.48490664979,480,3.0,2.0,0,0,0.0,0,2.0,1,1.0,1.0,1.0,0.0,0,1,0.0,0.0,0,0,1,0,1.0,0.0,0,1.0,0.0,0.0,0,0,1,4
15709,-2.48490664979,480,3.0,1.0,0,0,1.0,0,2.0,1,1.0,1.0,0.0,0.0,0,0,1.0,0.0,0,0,0,0,0.0,0.0,0,1.0,0.0,0.0,0,0,1,2
15714,-0.875468737354,480,2.0,1.0,0,1,0.0,0,3.0,0,1.0,1.0,1.0,1.0,1,1,0.0,0.0,0,0,0,0,0.0,0.0,1,1.0,0.0,0.0,0,1,1,6
15717,-0.69314718056,480,2.0,1.0,1,0,1.0,0,3.0,1,1.0,1.0,1.0,0.0,0,1,0.0,0.0,0,1,0,0,0.0,0.0,0,1.0,0.0,0.0,0,0,1,6
15718,-0.69314718056,480,2.0,1.0,1,0,1.0,0,3.0,0,1.0,1.0,1.0,0.0,0,0,0.0,0.0,0,1,0,0,0.0,0.0,0,1.0,0.0,0.0,0,0,1,6
15727,0.0,464,1.0,1.5,1,0,1.0,0,2.0,0,1.5,1.0,0.0,0.0,0,1,1.0,0.0,0,0,0,0,0.0,0.0,0,1.0,0.0,0.0,0,0,1,4
15728,-0.287682072452,464,2.0,1.0,0,0,1.0,1,3.0,0,1.0,1.0,1.0,0.0,0,1,0.0,0.0,0,0,0,0,0.0,0.0,1,1.0,0.0,0.0,0,1,1,7
15730,-1.79175946923,464,2.0,1.0,0,1,1.0,0,3.0,0,1.0,1.0,1.0,0.0,0,0,0.0,0.0,0,1,0,0,0.0,0.0,0,1.0,0.0,0.0,0,0,1,4
15731,0.0,464,1.0,2.0,0,1,1.0,0,2.0,0,2.0,1.0,1.0,0.0,0,1,0.0,0.0,0,0,0,1,0.0,0.0,0,1.0,0.0,0.0,1,0,1,4
15752,-1.38629436112,466,1.0,1.0,0,1,0.0,0,3.0,0,1.0,0.0,1.0,1.0,1,1,0.0,1.0,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,28
15755,-0.538996500733,466,1.5,1.5,1,1,1.0,0,2.0,0,1.0,0.0,1.0,0.0,0,1,0.0,1.0,0,0,1,1,0.0,0.0,0,0.0,0.0,0.0,1,0,0,66
15758,1.38629436112,492,2.0,1.0,0,1,1.0,1,3.0,0,1.0,1.0,0.0,0.0,0,1,1.0,1.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,38
15760,2.30258509299,492,2.0,2.0,0,0,1.0,1,2.0,1,2.0,1.0,1.0,0.0,0,0,0.0,1.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,35
15761,1.09861228867,492,1.0,3.0,0,0,1.0,1,2.0,1,3.0,1.0,0.0,0.0,1,1,1.0,1.0,1,0,0,1,0.0,0.0,0,0.0,0.0,0.0,0,0,1,1
15762,0.69314718056,492,2.0,1.0,0,1,0.0,1,3.0,0,1.0,1.0,1.0,0.0,0,1,0.0,1.0,0,0,0,0,0.0,0.0,1,0.0,0.0,0.0,0,1,1,5
15764,0.69314718056,492,2.0,1.0,1,1,1.0,1,3.0,0,1.0,1.0,0.0,0.0,0,1,1.0,1.0,0,0,0,0,0.0,0.0,1,0.0,0.0,0.0,0,1,0,52
15771,1.09861228867,492,3.0,2.0,1,1,0.0,0,2.0,0,1.0,1.0,1.0,0.0,0,0,0.0,1.0,0,0,1,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,40
15773,0.69314718056,492,1.0,3.0,1,0,1.0,0,2.0,1,2.0,0.0,0.0,0.0,0,1,1.0,1.0,1,0,0,1,0.0,0.0,0,0.0,0.0,0.0,0,0,0,51
15799,0.0,492,1.0,3.0,0,0,1.0,1,2.0,1,2.0,1.0,0.0,0.0,0,0,1.0,1.0,0,0,0,1,0.0,0.0,0,0.0,0.0,0.0,0,0,0,23
15800,1.60943791243,492,1.0,3.0,1,0,0.0,1,2.0,0,2.0,1.0,0.0,0.0,0,1,1.0,1.0,0,0,0,1,0.0,0.0,0,0.0,0.0,0.0,0,0,0,10
15805,-1.09861228867,492,1.0,1.0,1,0,0.0,0,2.0,1,1.0,1.0,1.0,1.0,0,1,0.0,1.0,1,0,0,1,0.0,0.0,0,0.0,0.0,0.0,1,0,1,4
15806,2.30258509299,492,1.0,1.0,0,0,0.0,1,2.0,0,1.0,0.0,1.0,0.0,0,1,0.0,1.0,0,0,0,1,1.0,0.0,0,0.0,0.0,0.0,1,0,0,9
15810,1.38629436112,476,2.0,3.0,0,1,0.0,1,2.0,1,3.0,1.0,0.0,0.0,0,1,1.0,1.0,0,0,0,0,1.0,0.0,0,0.0,0.0,0.0,0,0,0,9
15814,0.0,476,2.5,2.0,0,1,0.0,1,2.5,1,1.5,1.0,1.0,0.0,0,1,0.0,1.0,0,1,1,0,0.0,0.0,0,0.0,0.0,0.0,0,0,1,6
15815,1.60943791243,476,2.0,2.0,1,1,0.0,1,2.0,0,2.0,0.0,0.0,0.0,0,1,1.0,1.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,15
15817,0.0,476,1.0,3.0,1,1,1.0,0,2.0,0,2.0,0.0,0.0,0.0,0,1,1.0,1.0,0,0,0,1,0.0,0.0,0,0.0,0.0,0.0,0,0,0,62
15818,0.0,476,1.0,3.0,0,0,1.0,0,2.0,0,2.0,0.0,0.0,0.0,0,1,1.0,1.0,0,0,0,1,0.0,0.0,0,0.0,0.0,0.0,0,0,0,57
15825,0.69314718056,476,2.0,3.0,0,1,0.0,0,2.0,0,3.0,1.0,0.0,0.0,0,1,1.0,1.0,0,0,0,0,1.0,0.0,0,0.0,0.0,0.0,0,0,1,2
15828,-1.38629436112,476,2.0,1.0,0,1,1.0,0,2.0,0,1.0,1.0,1.0,0.0,0,1,0.0,1.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,1,4
15829,-1.09861228867,476,1.0,1.0,0,0,1.0,0,2.0,0,1.0,1.0,1.0,0.0,0,1,0.0,1.0,0,0,0,1,0.0,0.0,0,0.0,0.0,0.0,1,0,1,4
15839,0.69314718056,476,2.0,2.0,1,0,1.0,0,2.0,1,1.0,1.0,1.0,0.0,0,1,0.0,1.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,1,7
15840,-1.38629436112,476,1.0,1.0,1,1,1.0,0,2.0,1,1.0,1.0,1.0,0.0,0,1,0.0,1.0,0,0,0,1,0.0,0.0,0,0.0,0.0,0.0,1,0,0,9
15845,0.69314718056,485,2.0,2.0,1,0,1.0,1,3.0,0,2.0,1.0,0.0,0.0,0,1,1.0,1.0,0,0,1,0,0.0,0.0,0,0.0,0.0,0.0,0,0,1,5
15855,-2.48490664979,485,2.0,1.0,1,0,1.0,0,2.0,1,1.0,1.0,1.0,0.0,0,1,0.0,1.0,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,1,7
15856,-2.48490664979,485,2.0,1.0,0,0,1.0,0,2.0,1,1.0,1.0,1.0,0.0,0,0,0.0,1.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,1,7
15857,-2.48490664979,485,2.0,2.0,1,0,1.0,0,3.0,0,2.0,1.0,1.0,0.0,0,1,0.0,1.0,0,0,1,0,0.0,0.0,0,0.0,0.0,0.0,0,0,1,4
15859,0.69314718056,485,1.0,1.0,1,1,0.0,1,2.0,0,1.0,1.0,0.0,0.0,0,0,0.0,1.0,0,0,0,1,1.0,0.0,0,0.0,0.0,0.0,1,0,0,51
15862,-0.875468737354,485,2.0,1.0,1,0,1.0,0,3.0,1,1.0,1.0,1.0,0.0,1,1,0.0,1.0,0,1,1,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,64
15863,-0.875468737354,485,2.0,1.0,1,0,0.0,0,3.0,0,1.0,1.0,1.0,1.0,0,0,0.0,1.0,0,1,1,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,63
15864,-0.875468737354,485,2.0,1.0,1,0,0.0,0,3.0,1,1.0,1.0,1.0,1.0,1,1,0.0,1.0,1,1,1,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,69
15866,0.69314718056,485,1.0,2.0,0,1,0.0,0,2.0,0,1.0,1.0,1.0,0.0,0,0,0.0,1.0,0,0,0,0,1.0,0.0,0,0.0,0.0,0.0,0,0,1,6
15868,0.0,485,1.0,1.0,0,0,1.0,0,2.0,0,1.0,1.0,1.0,0.0,0,1,0.0,1.0,0,0,0,1,0.0,0.0,0,0.0,0.0,0.0,0,0,1,5
15869,0.69314718056,485,1.0,1.0,1,0,0.0,0,2.0,1,1.0,1.0,1.0,0.0,1,1,0.0,1.0,1,0,0,1,1.0,0.0,0,0.0,0.0,0.0,0,0,1,4
15871,1.09861228867,485,2.0,2.0,1,1,0.0,0,2.0,1,1.0,1.0,0.0,0.0,0,1,1.0,1.0,0,0,0,0,1.0,0.0,0,0.0,0.0,0.0,0,0,0,44
15872,-0.875468737354,485,2.0,1.0,1,1,0.0,0,3.0,1,1.0,1.0,1.0,0.0,0,1,0.0,1.0,0,1,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,1,4
15873,-0.875468737354,485,2.0,1.0,0,1,0.0,0,3.0,0,1.0,1.0,1.0,0.0,0,1,0.0,1.0,0,1,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,1,5
15874,-0.875468737354,485,2.0,1.0,1,1,0.0,0,3.0,0,1.0,1.0,1.0,0.0,1,1,0.0,1.0,1,1,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,35
15876,1.09861228867,470,2.0,2.0,1,0,0.0,1,2.5,0,1.5,1.0,0.0,1.0,0,1,1.0,1.0,0,0,0,0,0.0,0.0,1,0.0,0.0,0.0,0,1,1,8
15877,0.69314718056,470,2.0,1.0,0,0,1.0,1,2.0,1,1.0,1.0,0.0,0.0,0,1,1.0,1.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,1,0,42
15881,0.0,470,1.0,1.0,0,1,1.0,0,2.0,1,1.0,1.0,1.0,0.0,0,1,0.0,1.0,0,0,0,1,0.0,0.0,0,0.0,0.0,0.0,1,0,0,41
15884,-0.538996500733,470,2.0,1.0,0,0,1.0,0,3.0,0,1.0,1.0,1.0,0.0,0,0,0.0,1.0,0,0,0,0,0.0,0.0,1,0.0,0.0,0.0,0,1,1,6
15885,0.69314718056,470,1.0,1.0,0,1,1.0,1,2.0,0,1.0,1.0,1.0,0.0,0,1,0.0,1.0,0,0,0,1,0.0,0.0,0,0.0,0.0,0.0,0,0,1,6
15888,0.0,470,1.0,1.0,0,0,1.0,0,2.0,1,1.0,1.0,1.0,0.0,0,1,0.0,1.0,0,0,0,1,0.0,0.0,0,0.0,0.0,0.0,0,0,1,6
15901,0.0,460,1.0,1.0,0,1,1.0,1,2.0,1,1.0,1.0,0.0,0.0,0,0,1.0,1.0,0,0,0,1,0.0,0.0,0,0.0,0.0,0.0,1,0,0,34
15902,-1.38629436112,460,1.0,1.5,0,0,1.0,1,2.0,0,1.0,1.0,0.0,0.0,0,1,1.0,1.0,0,0,0,1,0.0,0.0,0,0.0,0.0,0.0,0,0,1,4
15908,0.0,460,1.0,2.0,0,0,1.0,0,2.0,0,1.0,1.0,1.0,0.0,0,0,0.0,1.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,1,4
15913,0.0,460,1.0,1.5,0,1,1.0,0,2.0,0,1.0,1.0,1.0,0.0,0,1,0.0,1.0,0,0,0,1,0.0,0.0,0,0.0,0.0,0.0,1,0,1,7
15926,0.69314718056,457,2.0,1.0,0,0,0.0,0,2.0,0,1.0,1.0,0.0,0.0,0,1,0.0,1.0,0,0,0,0,0.0,0.0,0,0.0,1.0,0.0,0,0,1,1
15930,-0.538996500733,457,1.0,1.0,1,0,0.0,0,2.0,0,1.0,1.0,1.0,0.0,0,0,0.0,1.0,0,0,0,1,0.0,0.0,0,0.0,0.0,0.0,1,0,0,18
15935,0.0,457,3.0,1.0,1,0,1.0,1,3.0,1,1.0,1.0,0.0,0.0,1,1,1.0,1.0,1,0,0,0,0.0,0.0,1,0.0,0.0,0.0,0,0,0,19
15941,-1.09861228867,457,3.0,1.0,0,1,0.0,0,3.0,0,1.0,1.0,1.0,1.0,0,1,0.0,1.0,0,0,0,0,0.0,0.0,1,0.0,0.0,0.0,0,0,0,13
15942,0.0,457,2.0,1.0,0,1,0.0,0,3.0,0,1.0,1.0,1.0,1.0,0,1,0.0,1.0,0,0,0,0,0.0,0.0,1,0.0,0.0,0.0,0,1,0,11
15947,1.38629436112,463,2.0,1.0,1,1,1.0,1,3.0,1,1.0,1.0,0.0,0.0,0,1,1.0,1.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,38
15949,1.09861228867,463,3.0,1.0,1,1,0.0,1,2.0,0,1.0,1.0,0.0,0.0,0,0,1.0,1.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,20
15955,0.0,463,1.0,1.0,0,1,1.0,0,2.0,0,1.0,1.0,1.0,0.0,0,1,0.0,1.0,0,0,0,1,0.0,0.0,0,0.0,0.0,0.0,1,0,0,10
15956,0.0,463,2.0,1.0,1,1,0.0,0,3.0,0,1.0,1.0,0.0,1.0,0,0,1.0,1.0,0,1,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,24
15957,0.0,463,1.0,1.5,0,1,1.0,0,2.0,0,1.5,1.0,1.0,0.0,0,0,0.0,1.0,0,1,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,25
15960,0.0,463,1.0,1.0,0,0,0.0,0,2.0,0,1.0,1.0,1.0,1.0,0,1,0.0,1.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,1,6
15963,0.0,463,1.0,1.0,0,1,1.0,0,2.0,0,1.0,1.0,1.0,0.0,0,1,0.0,1.0,0,0,0,1,0.0,0.0,0,0.0,0.0,0.0,1,0,1,6
15965,-0.287682072452,463,2.0,1.0,0,1,0.0,0,3.0,1,1.0,1.0,1.0,1.0,0,1,0.0,1.0,0,0,0,0,0.0,0.0,1,0.0,0.0,0.0,0,1,0,54
15972,-1.38629436112,463,1.0,1.0,0,1,0.0,0,2.0,1,1.0,1.0,1.0,0.0,1,1,0.0,1.0,0,0,0,1,1.0,0.0,0,0.0,0.0,0.0,1,0,0,9
15975,0.69314718056,461,1.0,1.0,0,0,1.0,1,2.0,0,2.0,1.0,1.0,0.0,0,1,0.0,1.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,1,5
15976,0.69314718056,461,1.0,1.0,0,1,0.0,1,2.0,0,1.0,1.0,1.0,0.0,0,1,0.0,1.0,0,0,0,1,0.0,0.0,0,0.0,0.0,0.0,0,0,1,4
15979,0.69314718056,461,1.0,1.0,0,0,1.0,1,2.0,1,1.0,0.0,1.0,0.0,0,1,0.0,1.0,0,0,0,1,0.0,0.0,0,0.0,0.0,0.0,1,0,0,21
15984,0.0,461,1.0,1.0,0,0,0.0,0,3.0,1,1.0,1.0,1.0,0.0,0,1,0.0,1.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,26
15985,-0.875468737354,461,2.0,1.0,0,0,0.0,0,3.0,0,1.0,1.0,1.0,1.0,0,1,0.0,1.0,0,1,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,10
15986,0.0,461,1.0,3.0,1,0,0.0,0,2.0,1,2.0,1.0,1.0,0.0,0,1,0.0,1.0,0,0,0,1,1.0,0.0,0,0.0,0.0,0.0,0,0,1,4
15988,0.69314718056,461,2.0,2.0,0,1,0.0,0,3.0,0,1.0,1.0,1.0,1.0,0,1,0.0,1.0,0,0,1,0,0.0,0.0,0,0.0,0.0,0.0,0,0,1,4
15990,2.48490664979,461,1.0,1.0,0,0,0.0,0,2.0,0,1.0,0.0,1.0,0.0,0,1,0.0,1.0,0,0,0,1,1.0,0.0,0,0.0,0.0,0.0,0,0,1,6
15999,0.0,461,2.0,1.0,1,1,0.0,0,3.0,1,1.0,1.0,1.0,0.0,1,1,0.0,1.0,0,0,1,0,0.0,0.0,0,0.0,0.0,0.0,0,0,1,5
16000,2.19722457734,470,1.0,1.0,0,0,0.0,1,2.0,0,1.0,1.0,0.0,1.0,0,1,0.0,1.0,0,0,0,0,0.0,0.0,0,0.0,1.0,0.0,0,0,0,19
16001,1.94591014906,470,2.0,1.0,0,0,0.0,1,2.0,0,1.0,0.0,1.0,0.0,0,0,0.0,1.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,1,0,50
16002,0.0,470,2.0,1.0,1,1,1.0,1,2.5,1,1.0,1.0,1.0,0.0,1,1,0.0,1.0,0,1,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,13
16003,1.38629436112,470,2.0,1.0,0,1,0.0,0,3.0,0,1.0,1.0,1.0,0.0,0,0,0.0,1.0,0,0,0,0,0.0,0.0,1,0.0,0.0,0.0,0,1,0,18
16006,0.0,470,2.5,2.0,0,1,0.0,1,2.5,1,1.5,1.0,0.0,0.0,0,1,1.0,1.0,0,1,1,0,0.0,0.0,0,0.0,0.0,0.0,0,0,1,2
16007,0.69314718056,470,1.5,1.5,1,0,1.0,1,2.0,1,1.5,1.0,0.0,0.0,0,1,1.0,1.0,0,1,0,1,0.0,0.0,0,0.0,0.0,0.0,1,0,1,7
16008,-0.538996500733,470,1.0,1.0,1,1,0.0,1,2.5,0,1.0,1.0,0.0,0.0,0,1,1.0,1.0,0,0,0,1,0.0,0.0,0,0.0,0.0,0.0,1,0,0,9
16009,0.69314718056,470,3.0,2.0,0,0,1.0,1,2.0,1,1.0,1.0,0.0,0.0,0,1,1.0,1.0,0,0,1,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,12
16021,1.09861228867,470,1.0,1.0,1,1,0.0,1,2.0,0,1.0,1.0,1.0,0.0,0,0,0.0,1.0,0,0,0,1,1.0,0.0,0,0.0,0.0,0.0,1,0,1,6
16026,1.09861228867,470,2.0,1.0,1,0,1.0,0,3.0,1,1.0,1.0,1.0,0.0,1,1,0.0,1.0,0,1,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,37
16027,0.0,470,1.0,1.0,1,0,1.0,0,3.0,0,1.0,0.0,1.0,0.0,0,0,0.0,1.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,92
16028,1.60943791243,470,1.0,1.0,0,0,1.0,0,2.0,0,1.0,1.0,1.0,0.0,0,1,0.0,1.0,0,0,0,1,0.0,0.0,0,0.0,0.0,0.0,1,0,0,23
16029,1.38629436112,470,1.0,1.0,0,1,1.0,0,2.0,1,1.0,1.0,1.0,0.0,0,1,0.0,1.0,0,0,0,1,0.0,0.0,0,0.0,0.0,0.0,1,0,0,100
16033,1.09861228867,470,2.0,1.0,1,1,0.0,0,3.0,0,1.0,1.0,1.0,0.0,0,1,0.0,1.0,0,0,0,0,0.0,0.0,1,0.0,0.0,0.0,0,1,0,52
16037,-1.79175946923,467,1.0,1.5,0,0,1.0,1,2.0,0,1.0,1.0,0.0,0.0,0,1,1.0,1.0,0,0,0,1,0.0,0.0,0,0.0,0.0,0.0,0,0,1,7
16039,0.69314718056,467,1.0,1.0,0,1,1.0,1,2.0,0,1.0,1.0,0.0,0.0,1,0,1.0,1.0,0,0,0,1,0.0,0.0,0,0.0,0.0,0.0,1,0,1,8
16041,0.69314718056,467,2.0,2.0,0,0,1.0,1,3.0,1,1.0,1.0,1.0,0.0,1,1,0.0,1.0,1,0,1,0,0.0,0.0,0,0.0,0.0,0.0,0,0,1,8
16042,0.69314718056,467,2.0,1.0,0,0,0.0,1,3.0,0,1.0,1.0,1.0,0.0,0,1,0.0,1.0,0,1,0,0,1.0,0.0,0,0.0,0.0,0.0,0,0,1,0
16043,-0.538996500733,467,2.0,1.0,0,1,0.0,1,3.0,0,1.0,1.0,1.0,1.0,0,0,0.0,1.0,0,0,0,0,0.0,0.0,1,0.0,0.0,0.0,0,1,0,40
16044,-2.48490664979,467,2.5,1.5,1,0,0.0,0,2.5,1,1.0,1.0,1.0,0.0,0,1,0.0,1.0,0,0,1,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,18
16045,-2.48490664979,467,2.0,1.0,1,1,0.0,0,3.0,0,1.0,1.0,1.0,1.0,0,1,0.0,1.0,0,1,1,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,21
16046,-2.48490664979,467,2.0,1.0,1,0,1.0,0,3.0,0,1.0,1.0,1.0,0.0,0,1,0.0,1.0,0,0,1,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,20
16051,-0.287682072452,467,2.0,1.0,0,1,1.0,0,3.0,0,1.0,1.0,0.0,0.0,0,1,1.0,1.0,0,1,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,1,5
16053,-1.79175946923,467,3.0,2.0,0,1,1.0,0,2.0,0,2.0,1.0,1.0,0.0,0,0,0.0,1.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,1,4
16054,-1.09861228867,467,2.5,1.0,1,0,0.0,0,2.5,0,1.0,1.0,1.0,1.0,0,1,0.0,1.0,0,1,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,1,8
16056,0.69314718056,467,2.5,1.5,1,1,0.0,0,2.5,0,1.0,1.0,0.0,0.0,0,1,1.0,1.0,0,1,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,1,2
16059,0.69314718056,467,2.0,1.0,0,1,0.0,0,3.0,0,1.0,1.0,1.0,0.0,0,1,0.0,1.0,0,1,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,1,6
16061,1.60943791243,467,2.0,1.0,1,0,0.0,1,3.0,0,1.0,1.0,1.0,1.0,0,1,0.0,1.0,0,0,0,0,0.0,0.0,1,0.0,0.0,0.0,0,1,0,50
16070,0.0,474,1.0,1.0,1,1,0.0,1,2.0,0,1.0,1.0,0.0,0.0,1,1,1.0,1.0,1,0,0,1,1.0,0.0,0,0.0,0.0,0.0,1,0,0,36
16073,0.0,474,2.0,1.0,0,1,0.0,0,3.0,0,1.0,1.0,1.0,0.0,0,1,0.0,1.0,0,0,0,0,0.0,0.0,1,0.0,0.0,0.0,0,1,0,41
16076,0.0,474,1.0,1.5,0,1,0.0,1,2.0,0,1.0,1.0,1.0,0.0,0,1,0.0,1.0,0,0,0,1,0.0,0.0,0,0.0,0.0,0.0,1,0,0,25
16081,0.69314718056,474,1.0,1.0,0,1,0.0,0,2.0,0,1.0,1.0,1.0,1.0,0,0,0.0,1.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,63
16083,0.69314718056,474,3.0,2.0,1,1,0.0,0,2.0,0,1.0,1.0,0.0,0.0,1,1,0.0,1.0,1,0,0,0,0.0,0.0,0,0.0,1.0,0.0,0,0,0,18
16084,0.69314718056,474,3.0,2.5,1,0,0.0,1,2.0,1,1.5,1.0,1.0,1.0,1,1,0.0,1.0,1,1,1,0,0.0,0.0,0,0.0,0.0,0.0,0,0,1,6
16085,2.30258509299,474,1.0,1.0,1,1,0.0,1,2.0,0,1.0,1.0,0.0,0.0,0,0,0.0,1.0,0,0,0,1,1.0,0.0,0,0.0,1.0,0.0,1,0,0,64
16092,0.0,474,3.0,2.0,1,0,0.0,0,2.0,0,1.0,1.0,1.0,0.0,1,1,0.0,1.0,0,0,1,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,13
16097,0.0,472,1.0,1.0,1,1,1.0,1,2.5,1,1.0,1.0,0.0,0.0,1,1,1.0,1.0,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,1,4
16104,0.0,472,2.0,1.0,0,1,1.0,0,3.0,0,1.0,0.0,1.0,0.0,0,0,0.0,1.0,0,0,0,0,0.0,0.0,1,0.0,0.0,0.0,0,1,0,27
16121,1.94591014906,472,3.0,2.0,0,0,1.0,1,2.0,1,1.0,1.0,0.0,0.0,0,1,1.0,1.0,0,0,1,0,0.0,0.0,0,0.0,0.0,0.0,0,0,1,6
16126,0.69314718056,463,2.0,1.0,0,0,1.0,1,2.0,1,1.0,1.0,0.0,0.0,0,1,1.0,1.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,1,0,33
16129,-0.405465108108,463,2.0,1.0,1,1,0.0,1,2.5,0,1.0,1.0,1.0,0.0,0,1,0.0,1.0,0,1,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,1,6
16130,1.09861228867,463,2.0,1.0,0,0,0.0,1,3.0,0,1.0,1.0,0.0,0.0,0,1,1.0,1.0,0,0,0,0,0.0,0.0,1,0.0,0.0,0.0,0,1,1,5
16131,0.0,463,2.0,2.0,0,0,1.0,1,3.0,0,1.0,1.0,0.0,0.0,0,1,1.0,1.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,1,5
16140,-2.48490664979,463,2.0,1.0,0,0,1.0,0,3.0,0,1.0,1.0,1.0,0.0,0,1,0.0,1.0,0,1,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,19
16144,0.69314718056,463,1.0,2.5,0,0,1.0,0,2.0,1,3.0,1.0,1.0,0.0,1,1,0.0,1.0,1,0,0,1,0.0,0.0,0,0.0,0.0,0.0,0,0,0,11
16145,0.69314718056,463,1.0,1.0,0,0,0.0,0,2.0,1,1.0,1.0,1.0,0.0,0,1,0.0,1.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,18
16146,1.79175946923,463,2.0,1.0,1,0,1.0,1,3.0,0,1.0,1.0,0.0,0.0,0,1,1.0,1.0,0,0,1,0,0.0,0.0,0,0.0,0.0,0.0,0,0,1,7
