,age_log,total_number_dogs,size,coat,word_name,in_sex,dark mix,in_neuter,energy,cute_name,groom,Normal,Stray,light mix,popular_shelter_name,human_name,Owner Surrender,4,popular_dog_name,sporting,herding,toy,light,6,other,3,Public Assist,11,chihuahua,aggressive,time_class,shelter_time
2635,1.38629436112,383,2.0,2.0,1,1,0.0,0,3.0,0,1.0,1.0,1.0,1.0,1,1,0.0,0.0,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,1,4
2637,-0.0870113769896,383,2.0,1.0,0,0,0.0,0,3.0,0,1.0,1.0,0.0,0.0,0,1,1.0,0.0,0,0,0,0,1.0,0.0,1,0.0,0.0,0.0,0,1,0,11
2638,-0.875468737354,383,1.0,1.0,0,0,0.0,0,2.0,0,1.0,1.0,0.0,0.0,0,1,1.0,0.0,0,0,0,1,1.0,0.0,0,0.0,0.0,0.0,1,0,1,2
2644,1.09861228867,383,2.0,1.5,0,1,1.0,1,3.0,1,1.5,1.0,1.0,0.0,0,0,0.0,0.0,0,1,1,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,66
2646,0.69314718056,383,2.0,2.0,0,0,1.0,0,3.0,0,1.0,1.0,1.0,0.0,0,1,0.0,0.0,0,0,1,0,0.0,0.0,0,0.0,0.0,0.0,0,0,1,4
2651,0.69314718056,383,2.0,3.0,1,1,0.0,0,2.0,0,2.0,1.0,0.0,0.0,0,1,1.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,23
2656,0.0,383,2.0,1.0,0,1,0.0,0,3.0,0,1.0,1.0,1.0,0.0,0,1,0.0,0.0,0,0,0,0,0.0,0.0,1,0.0,0.0,0.0,0,1,0,30
2661,-2.48490664979,383,1.0,1.0,1,0,1.0,0,3.0,0,1.0,1.0,1.0,0.0,0,1,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,1,6
2665,0.69314718056,383,3.0,2.0,0,0,0.0,0,2.0,0,1.0,1.0,1.0,0.0,1,1,0.0,0.0,0,0,1,0,1.0,0.0,0,0.0,0.0,0.0,0,0,0,9
2666,0.69314718056,383,3.0,2.0,1,1,0.0,0,2.0,1,1.0,1.0,1.0,0.0,1,1,0.0,0.0,0,0,1,0,1.0,0.0,0,0.0,0.0,0.0,0,0,1,6
2668,0.0,383,2.0,1.5,1,1,1.0,0,3.0,0,1.0,1.0,1.0,0.0,0,1,0.0,0.0,0,0,1,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,18
2678,0.0,380,2.0,1.0,1,1,0.0,1,3.0,0,1.0,1.0,0.0,0.0,0,0,1.0,0.0,0,0,0,0,0.0,0.0,1,0.0,0.0,0.0,0,1,0,16
2681,2.48490664979,380,1.0,2.0,0,0,0.0,0,2.0,0,1.5,0.0,1.0,0.0,0,1,0.0,0.0,0,0,0,1,1.0,0.0,0,0.0,0.0,0.0,0,0,1,5
2682,0.0,380,3.0,2.0,0,0,1.0,0,2.0,0,1.0,1.0,1.0,0.0,0,1,0.0,0.0,0,0,1,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,37
2683,0.69314718056,380,3.0,2.0,0,0,0.0,1,2.0,0,1.0,1.0,1.0,0.0,0,1,0.0,0.0,0,0,0,0,1.0,0.0,0,0.0,0.0,0.0,0,0,1,4
2684,0.69314718056,380,2.0,1.0,0,0,1.0,0,2.0,0,1.0,1.0,1.0,0.0,0,0,0.0,0.0,0,1,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,11
2685,1.09861228867,380,2.0,1.0,0,0,0.0,1,3.0,0,1.0,1.0,1.0,0.0,0,0,0.0,0.0,0,1,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,1,4
2686,-1.79175946923,380,2.0,1.0,0,0,1.0,0,3.0,0,1.0,1.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,1,0.0,0.0,0.0,0,1,1,5
2687,-1.79175946923,380,2.0,1.0,0,1,0.0,0,3.0,0,1.0,1.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,1,0.0,0.0,0.0,0,1,1,4
2691,1.79175946923,380,1.0,1.0,0,1,0.0,0,2.0,0,1.0,1.0,1.0,0.0,0,1,0.0,0.0,0,0,0,1,0.0,0.0,0,0.0,0.0,0.0,1,0,0,21
2692,0.0,380,1.0,1.0,0,0,0.0,0,2.5,0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,0,0,0,1,0.0,0.0,0,0.0,0.0,0.0,1,0,1,4
2693,1.09861228867,380,1.0,1.0,0,0,0.0,0,2.0,1,1.0,1.0,1.0,0.0,0,0,0.0,0.0,0,0,0,1,0.0,0.0,0,0.0,0.0,0.0,0,0,1,2
2694,-2.56494935746,380,2.0,1.0,0,0,1.0,0,3.0,1,1.0,1.0,1.0,0.0,1,1,0.0,0.0,1,1,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,26
2696,0.0,380,2.0,1.0,1,0,0.0,1,2.0,0,1.0,1.0,1.0,0.0,0,1,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,44
2698,-2.48490664979,380,2.0,1.0,1,0,1.0,0,3.0,0,1.0,1.0,1.0,0.0,0,1,0.0,0.0,0,1,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,21
2699,-1.79175946923,380,2.0,2.0,0,1,0.0,0,3.0,0,2.0,1.0,1.0,1.0,0,0,0.0,0.0,0,0,1,0,0.0,0.0,0,0.0,0.0,0.0,0,0,1,4
2700,-1.38629436112,380,2.0,2.0,0,1,0.0,0,3.0,1,2.0,1.0,1.0,1.0,0,1,0.0,0.0,0,0,1,0,0.0,0.0,0,0.0,0.0,0.0,0,0,1,4
2701,-0.875468737354,380,1.0,1.0,1,1,1.0,0,2.0,0,1.0,1.0,1.0,0.0,1,1,0.0,0.0,0,0,0,1,0.0,0.0,0,0.0,0.0,0.0,1,0,1,5
2703,0.0,380,3.0,2.0,1,0,1.0,0,2.0,0,1.0,1.0,1.0,0.0,1,1,0.0,0.0,0,0,1,0,0.0,0.0,0,0.0,0.0,0.0,0,0,1,5
2706,0.69314718056,380,2.0,1.0,0,0,0.0,0,3.0,0,1.0,1.0,1.0,0.0,0,1,0.0,0.0,0,0,0,0,0.0,0.0,1,0.0,0.0,0.0,0,1,0,35
2708,0.0,384,2.0,1.0,0,1,0.0,1,3.0,0,1.0,1.0,1.0,0.0,0,1,0.0,0.0,0,1,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,15
2711,0.69314718056,384,1.0,1.0,0,1,0.0,1,2.0,0,1.0,1.0,0.0,1.0,0,1,1.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,1,2
2714,0.0,384,3.0,2.0,1,1,1.0,1,2.0,1,1.0,1.0,0.0,0.0,1,1,1.0,0.0,0,0,1,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,15
2716,2.07944154168,384,3.0,2.0,1,0,1.0,1,2.0,1,1.0,0.0,1.0,0.0,0,1,0.0,0.0,0,0,1,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,26
2719,0.69314718056,384,1.0,1.0,0,1,1.0,0,2.0,1,1.0,1.0,1.0,0.0,0,1,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,1,4
2721,1.79175946923,384,1.0,3.0,1,0,0.0,1,2.0,1,2.0,1.0,1.0,0.0,1,1,0.0,0.0,1,0,0,1,0.0,0.0,0,0.0,0.0,0.0,0,0,1,4
2723,1.60943791243,384,2.0,1.0,1,0,1.0,0,2.0,1,1.0,1.0,1.0,0.0,0,1,0.0,0.0,0,1,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,43
2728,1.09861228867,384,1.0,1.0,1,1,0.0,0,2.0,1,1.0,1.0,1.0,1.0,1,1,0.0,0.0,1,0,0,1,0.0,0.0,0,0.0,0.0,0.0,1,0,0,28
2730,0.69314718056,384,3.0,2.0,0,1,0.0,0,2.0,0,1.0,1.0,1.0,0.0,0,0,0.0,0.0,0,0,1,0,1.0,0.0,0,0.0,0.0,0.0,0,0,0,47
2732,-2.48490664979,384,1.0,1.0,0,0,0.0,0,2.0,0,1.0,1.0,1.0,0.0,0,1,0.0,0.0,0,0,0,1,0.0,0.0,0,0.0,0.0,0.0,1,0,0,15
2737,1.94591014906,382,1.0,1.0,1,0,0.0,1,2.0,1,1.0,1.0,0.0,1.0,0,1,1.0,0.0,0,0,0,1,0.0,0.0,0,0.0,0.0,0.0,1,0,1,1
2738,1.60943791243,382,1.0,1.0,1,0,1.0,1,2.0,0,1.0,1.0,0.0,0.0,0,0,1.0,0.0,0,0,0,1,0.0,0.0,0,0.0,0.0,0.0,0,0,1,0
2739,2.07944154168,382,1.0,2.0,1,1,1.0,1,2.0,0,1.0,1.0,1.0,0.0,1,1,0.0,0.0,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,1,5
2741,0.0,382,2.0,1.0,0,0,1.0,1,3.0,0,1.0,1.0,0.0,0.0,0,1,1.0,0.0,0,0,0,0,0.0,0.0,1,0.0,0.0,0.0,0,1,0,102
2752,-1.38629436112,382,2.0,1.5,0,0,1.0,0,3.0,0,1.5,1.0,1.0,0.0,0,1,0.0,0.0,0,1,1,0,0.0,0.0,0,0.0,0.0,0.0,0,0,1,6
2754,-0.182321556794,382,2.0,1.0,0,0,1.0,0,3.0,0,1.0,1.0,1.0,0.0,0,1,0.0,0.0,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,1,7
2755,0.69314718056,382,1.0,3.0,0,1,0.0,1,2.0,1,2.5,1.0,1.0,0.0,0,1,0.0,0.0,0,0,0,1,0.0,0.0,0,0.0,0.0,0.0,0,0,1,4
2761,-1.79175946923,382,2.0,3.0,1,1,1.0,0,2.0,1,2.0,1.0,1.0,0.0,0,1,0.0,0.0,0,0,1,0,0.0,0.0,0,0.0,0.0,0.0,0,0,1,5
2762,0.69314718056,382,3.0,1.0,0,0,0.0,0,3.0,1,1.0,1.0,1.0,0.0,1,1,0.0,0.0,1,0,0,0,1.0,0.0,1,0.0,0.0,0.0,0,0,0,14
2763,1.38629436112,382,2.0,3.0,0,0,0.0,0,2.0,1,2.0,1.0,0.0,0.0,0,1,1.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,1,2
2767,-1.79175946923,382,2.0,1.5,0,1,0.0,0,3.0,1,1.0,1.0,1.0,1.0,0,1,0.0,0.0,0,1,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,1,5
2769,0.69314718056,382,2.5,1.5,0,0,1.0,0,3.0,1,1.5,1.0,0.0,0.0,0,1,1.0,0.0,0,1,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,43
2771,0.0,382,1.0,1.5,0,0,0.0,0,2.0,0,1.0,1.0,1.0,0.0,0,0,0.0,0.0,0,0,0,1,0.0,0.0,0,0.0,0.0,0.0,0,0,1,4
2777,0.69314718056,379,3.0,2.0,0,1,0.0,1,2.0,0,1.0,1.0,0.0,0.0,0,1,1.0,0.0,0,0,1,0,0.0,0.0,0,0.0,0.0,0.0,0,0,1,6
2786,-0.182321556794,379,2.0,1.0,0,0,0.0,0,3.0,0,1.0,1.0,1.0,0.0,0,1,0.0,0.0,0,0,1,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,27
2787,-0.538996500733,379,2.0,1.0,0,1,1.0,0,3.0,0,1.0,1.0,1.0,0.0,0,1,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,1,4
2788,0.69314718056,379,2.5,1.5,0,1,1.0,0,2.5,1,1.0,1.0,1.0,0.0,0,1,0.0,0.0,0,1,1,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,93
2792,0.69314718056,379,2.0,1.0,1,0,1.0,1,3.0,0,1.0,1.0,1.0,0.0,1,1,0.0,0.0,1,0,0,0,0.0,0.0,1,0.0,0.0,0.0,0,1,0,27
2796,0.0,347,1.5,1.0,1,1,0.0,1,2.5,0,1.5,1.0,0.0,1.0,0,1,1.0,0.0,0,0,0,0,0.0,0.0,1,0.0,0.0,0.0,0,0,1,6
2797,0.0,347,3.0,2.0,1,0,1.0,1,2.0,0,1.0,1.0,0.0,0.0,0,1,1.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,1,4
2799,-0.538996500733,347,1.0,1.0,0,0,0.0,1,3.0,0,1.0,1.0,0.0,0.0,0,0,1.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,1,4
2808,0.69314718056,347,1.0,1.0,1,1,1.0,0,2.0,0,1.0,1.0,1.0,0.0,0,0,0.0,0.0,0,0,0,1,0.0,0.0,0,0.0,0.0,0.0,0,0,1,4
2812,-1.79175946923,347,1.0,1.0,1,1,1.0,0,2.0,0,1.0,1.0,1.0,0.0,0,1,0.0,0.0,0,0,0,1,0.0,0.0,0,0.0,0.0,0.0,1,0,1,5
2815,-1.09861228867,347,2.0,1.0,1,0,1.0,0,3.0,0,1.0,1.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,1,0.0,0.0,0.0,0,1,1,7
2818,-0.0870113769896,349,2.0,1.0,0,0,1.0,1,3.0,1,1.0,1.0,1.0,0.0,0,1,0.0,0.0,0,0,0,0,0.0,0.0,1,0.0,0.0,0.0,0,1,0,13
2819,0.69314718056,349,2.0,1.0,0,0,1.0,0,3.0,0,1.0,1.0,1.0,0.0,0,1,0.0,0.0,0,0,0,0,0.0,0.0,1,0.0,0.0,0.0,0,1,0,46
2823,0.0,349,1.0,1.5,0,0,0.0,0,2.0,1,2.0,1.0,1.0,0.0,0,1,0.0,0.0,0,0,0,1,1.0,0.0,0,0.0,0.0,0.0,0,0,1,4
2824,1.79175946923,349,1.0,1.0,0,0,1.0,1,2.0,0,1.0,1.0,1.0,0.0,0,1,0.0,0.0,0,0,0,1,0.0,0.0,0,0.0,0.0,0.0,1,0,0,11
2826,0.69314718056,349,2.0,1.0,0,1,1.0,0,3.0,1,1.0,1.0,1.0,0.0,0,1,0.0,0.0,0,0,0,0,0.0,0.0,1,0.0,0.0,0.0,0,1,1,5
2827,-1.38629436112,349,2.0,1.0,1,1,0.0,0,3.0,0,1.0,1.0,1.0,0.0,1,1,0.0,0.0,1,0,0,0,0.0,0.0,1,0.0,0.0,0.0,0,1,1,4
2828,0.69314718056,349,2.0,2.0,1,0,1.0,0,3.0,0,1.0,1.0,1.0,0.0,0,1,0.0,0.0,0,0,1,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,35
2829,1.79175946923,349,1.0,2.0,1,1,0.0,0,2.0,1,1.0,1.0,1.0,0.0,0,1,0.0,0.0,0,0,0,0,1.0,0.0,0,0.0,0.0,0.0,0,0,0,66
2831,-0.182321556794,349,1.0,1.0,1,1,0.0,0,2.0,0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,0,0,0,1,0.0,0.0,0,0.0,0.0,0.0,1,0,0,11
2835,0.0,349,1.0,1.0,0,1,1.0,0,2.0,0,1.0,1.0,1.0,0.0,0,1,0.0,0.0,0,0,0,1,0.0,0.0,0,0.0,0.0,0.0,1,0,1,5
2837,1.09861228867,349,2.0,1.0,1,1,1.0,0,3.0,0,1.0,1.0,1.0,0.0,1,1,0.0,0.0,0,0,0,0,0.0,0.0,1,0.0,0.0,0.0,0,1,0,32
2846,0.69314718056,353,2.0,1.0,0,1,1.0,1,3.0,0,1.0,1.0,0.0,0.0,0,1,1.0,0.0,1,0,1,0,0.0,0.0,1,0.0,0.0,0.0,0,1,0,48
2847,-0.875468737354,353,1.0,3.0,1,0,1.0,0,2.0,0,3.0,1.0,1.0,0.0,0,1,0.0,0.0,0,0,0,1,0.0,0.0,0,0.0,0.0,0.0,0,0,1,5
2849,-0.69314718056,353,2.0,1.0,0,1,1.0,1,3.0,0,1.0,1.0,0.0,0.0,1,1,1.0,0.0,1,1,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,1,2
2850,1.09861228867,353,2.0,1.0,1,1,1.0,0,3.0,0,1.0,1.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,12
2859,1.79175946923,353,1.0,1.0,1,1,0.0,1,3.0,0,1.0,1.0,0.0,1.0,1,1,1.0,0.0,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,1,4
2863,0.0,353,1.0,2.0,0,0,1.0,0,2.0,1,1.0,1.0,1.0,0.0,0,1,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,1,4
2864,1.38629436112,353,3.0,2.0,0,1,0.0,1,2.0,0,1.0,1.0,1.0,0.0,0,1,0.0,0.0,0,0,0,0,1.0,0.0,0,0.0,0.0,0.0,0,0,0,9
2867,0.69314718056,353,1.0,1.0,1,0,0.0,0,2.0,1,1.0,1.0,0.0,1.0,1,1,1.0,0.0,1,0,0,1,0.0,0.0,0,0.0,0.0,0.0,1,0,1,7
2872,0.69314718056,353,1.0,2.0,0,1,1.0,1,2.0,0,1.0,1.0,1.0,0.0,0,1,0.0,0.0,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,15
2874,-1.09861228867,353,1.0,2.0,0,0,1.0,0,2.0,0,1.0,1.0,1.0,0.0,0,1,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,1,6
2881,1.79175946923,366,1.0,1.0,0,0,0.0,1,2.0,1,1.0,1.0,1.0,0.0,0,1,0.0,0.0,0,0,0,1,0.0,0.0,0,0.0,0.0,0.0,1,0,0,38
2882,1.38629436112,366,2.0,2.0,0,0,0.0,0,2.0,1,1.0,1.0,1.0,1.0,0,1,0.0,0.0,0,0,1,0,0.0,0.0,0,0.0,0.0,0.0,0,0,1,8
2885,-0.69314718056,366,2.0,1.0,0,0,1.0,0,3.0,0,1.0,1.0,0.0,0.0,0,0,1.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,1,2
2888,0.69314718056,366,1.5,1.5,0,1,1.0,0,2.0,0,1.0,1.0,1.0,0.0,0,1,0.0,0.0,0,0,1,1,0.0,0.0,0,0.0,0.0,0.0,1,0,0,81
2891,0.0,366,2.0,1.0,1,1,1.0,0,3.0,0,1.0,1.0,1.0,0.0,0,0,0.0,0.0,0,0,1,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,92
2894,0.69314718056,366,1.0,1.0,0,1,0.0,1,2.0,0,1.0,1.0,1.0,0.0,0,0,0.0,0.0,0,0,0,1,0.0,0.0,0,0.0,0.0,0.0,1,0,1,4
2900,0.0,366,2.0,1.0,0,0,1.0,1,2.0,1,1.0,1.0,1.0,0.0,0,1,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,1,6
2909,1.09861228867,366,1.0,1.5,1,0,0.0,0,2.0,0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,0,0,0,1,0.0,0.0,0,0.0,0.0,0.0,0,0,1,5
2911,0.0,366,3.0,1.0,0,0,1.0,1,3.0,1,1.0,1.0,0.0,0.0,0,1,1.0,0.0,0,0,0,0,0.0,0.0,1,0.0,0.0,0.0,0,0,0,59
2916,0.0,366,2.0,1.0,0,0,0.0,0,3.0,0,1.0,1.0,1.0,0.0,0,1,0.0,0.0,0,0,0,0,0.0,0.0,1,0.0,0.0,0.0,0,1,0,30
2917,0.69314718056,366,2.0,1.0,0,1,1.0,0,3.0,1,1.0,1.0,1.0,0.0,0,1,0.0,0.0,0,0,1,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,100
2920,-1.09861228867,366,2.0,3.0,0,0,0.0,0,2.0,1,2.0,1.0,1.0,1.0,0,1,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,10
2921,-0.287682072452,366,1.0,2.0,0,0,0.0,0,2.0,0,1.0,1.0,1.0,0.0,0,1,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,10
2922,-0.287682072452,366,3.0,2.0,1,0,1.0,0,2.0,1,1.0,1.0,1.0,0.0,0,1,0.0,0.0,0,0,1,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,10
2923,0.0,366,2.0,1.0,1,1,0.0,1,3.0,0,1.0,1.0,1.0,0.0,0,1,0.0,0.0,0,0,0,0,1.0,0.0,1,0.0,0.0,0.0,0,1,0,23
2930,0.0,366,2.0,1.0,1,1,0.0,0,3.0,0,1.0,1.0,1.0,1.0,0,1,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,1,8
2936,1.60943791243,372,2.0,3.0,0,0,0.0,1,3.0,0,2.0,1.0,1.0,0.0,0,1,0.0,0.0,0,0,1,0,1.0,0.0,0,0.0,0.0,0.0,0,0,1,8
2938,-1.38629436112,372,2.0,1.0,1,1,0.0,0,3.0,0,1.0,1.0,1.0,0.0,1,1,0.0,0.0,0,1,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,1,7
2939,1.94591014906,372,1.0,3.0,0,1,0.0,1,2.0,0,2.0,1.0,1.0,0.0,0,1,0.0,0.0,0,0,0,1,0.0,0.0,0,0.0,0.0,0.0,0,0,1,5
2940,0.69314718056,372,3.0,2.0,0,1,1.0,1,2.0,0,1.0,0.0,1.0,0.0,0,1,0.0,0.0,0,0,1,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,50
2943,-2.48490664979,372,2.0,1.0,0,0,0.0,0,2.5,0,1.0,1.0,1.0,0.0,0,0,0.0,0.0,0,0,1,0,0.0,0.0,0,0.0,0.0,0.0,0,0,1,7
2946,0.69314718056,372,3.0,2.0,1,0,1.0,0,2.0,0,1.0,0.0,1.0,0.0,0,1,0.0,0.0,0,0,1,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,11
2949,0.0,372,1.0,1.0,0,1,1.0,0,2.0,0,1.0,1.0,1.0,0.0,0,1,0.0,0.0,0,0,0,1,0.0,0.0,0,0.0,0.0,0.0,0,0,0,26
2952,-1.09861228867,372,3.0,2.0,0,0,1.0,0,2.0,0,1.0,1.0,1.0,0.0,0,1,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,17
2956,-0.875468737354,372,2.0,1.0,1,0,0.0,0,3.0,1,1.0,1.0,0.0,0.0,0,1,1.0,0.0,0,1,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,1,3
2961,-2.48490664979,372,2.0,1.0,0,0,1.0,0,3.0,0,1.0,1.0,1.0,0.0,0,1,0.0,0.0,0,0,0,0,0.0,0.0,1,0.0,0.0,0.0,0,0,1,8
2966,0.69314718056,372,2.0,1.0,1,0,1.0,0,3.0,1,1.0,1.0,1.0,0.0,0,1,0.0,0.0,0,0,0,0,0.0,0.0,1,0.0,0.0,0.0,0,1,1,4
2973,0.0,370,1.0,1.0,1,0,1.0,0,2.0,1,1.0,1.0,0.0,0.0,0,0,1.0,0.0,0,0,0,1,0.0,0.0,0,0.0,0.0,0.0,1,0,1,5
2976,0.69314718056,370,2.0,2.0,1,1,0.0,1,3.0,1,1.0,1.0,1.0,0.0,0,0,0.0,0.0,0,0,1,0,0.0,0.0,0,0.0,0.0,0.0,0,0,1,5
2978,0.69314718056,370,2.5,1.5,0,1,0.0,0,2.5,1,1.0,1.0,1.0,0.0,0,0,0.0,0.0,0,1,1,0,1.0,0.0,0,0.0,0.0,0.0,0,0,1,8
2980,0.69314718056,370,2.0,2.0,1,0,0.0,1,2.0,0,1.0,1.0,1.0,0.0,1,1,0.0,0.0,0,0,0,0,1.0,0.0,0,0.0,0.0,0.0,0,0,1,4
2982,0.69314718056,370,1.0,1.0,1,0,0.0,1,2.0,1,1.0,1.0,0.0,1.0,1,1,1.0,0.0,1,0,0,1,0.0,0.0,0,0.0,0.0,0.0,1,0,1,1
2983,0.69314718056,370,2.0,1.0,0,0,0.0,1,3.0,0,1.0,1.0,0.0,0.0,0,1,1.0,0.0,0,0,0,0,0.0,0.0,1,0.0,0.0,0.0,0,1,1,6
2985,0.0,370,2.0,2.0,0,1,1.0,0,2.0,0,1.0,1.0,1.0,0.0,0,0,0.0,0.0,0,0,1,0,0.0,0.0,0,0.0,0.0,0.0,0,0,1,5
2988,0.0,370,1.0,2.0,0,1,0.0,1,2.0,0,1.0,1.0,1.0,1.0,0,1,0.0,0.0,0,0,0,1,0.0,0.0,0,0.0,0.0,0.0,0,0,1,3
2989,0.69314718056,370,2.0,1.0,0,1,1.0,0,3.0,0,1.0,1.0,1.0,0.0,0,1,0.0,0.0,0,0,0,0,0.0,0.0,1,0.0,0.0,0.0,0,1,0,20
2991,0.69314718056,370,2.0,1.0,0,1,0.0,0,3.0,0,1.0,1.0,1.0,0.0,0,1,0.0,0.0,0,1,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,11
2997,-0.538996500733,377,1.0,2.0,1,1,0.0,1,2.0,0,1.0,1.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,1.0,0.0,0,0.0,0.0,0.0,0,0,1,4
2998,-0.182321556794,377,1.0,2.0,0,1,0.0,1,2.0,0,1.0,1.0,0.0,1.0,0,0,1.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,43
3006,-2.48490664979,377,2.0,1.0,0,0,1.0,0,3.0,1,1.0,1.0,1.0,0.0,1,1,0.0,0.0,1,0,0,0,0.0,0.0,1,0.0,0.0,0.0,0,1,0,19
3017,0.0,377,2.5,2.5,0,0,1.0,0,2.0,0,1.5,1.0,1.0,0.0,1,1,0.0,0.0,0,0,1,0,0.0,0.0,0,0.0,0.0,0.0,0,0,1,6
3033,1.60943791243,387,2.0,1.0,1,1,1.0,1,2.0,1,1.0,1.0,0.0,0.0,0,0,1.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,1,4
3036,0.69314718056,387,1.5,1.5,0,1,0.0,0,2.0,0,1.0,1.0,1.0,1.0,0,1,0.0,0.0,0,0,1,1,0.0,0.0,0,0.0,0.0,0.0,1,0,0,16
3037,0.69314718056,387,1.5,1.5,1,1,0.0,0,2.0,0,1.0,1.0,1.0,1.0,0,1,0.0,0.0,0,0,1,1,0.0,0.0,0,0.0,0.0,0.0,1,0,0,15
3038,0.69314718056,387,1.5,1.5,1,1,0.0,0,2.0,1,1.0,1.0,1.0,1.0,0,1,0.0,0.0,0,0,1,1,0.0,0.0,0,0.0,0.0,0.0,1,0,1,5
3045,-0.182321556794,387,2.0,2.0,1,0,0.0,0,3.0,0,2.0,1.0,0.0,0.0,0,1,1.0,0.0,0,0,1,0,0.0,0.0,0,0.0,0.0,0.0,0,0,1,5
3051,0.69314718056,387,1.0,1.0,0,1,0.0,0,2.0,0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,0,0,0,1,0.0,0.0,0,0.0,0.0,0.0,1,0,0,19
3052,-1.09861228867,387,2.0,1.5,1,1,0.0,0,2.5,0,1.0,1.0,1.0,0.0,1,1,0.0,0.0,1,0,1,0,1.0,0.0,0,0.0,0.0,0.0,0,0,1,5
3053,0.69314718056,387,2.5,1.0,1,1,0.0,0,2.0,1,1.0,1.0,1.0,0.0,0,1,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,98
3054,0.69314718056,387,3.0,2.0,0,0,1.0,0,2.0,1,1.0,1.0,1.0,0.0,0,1,0.0,0.0,0,0,1,0,0.0,0.0,0,0.0,0.0,0.0,0,0,1,7
3056,0.69314718056,387,2.0,1.0,1,1,1.0,0,2.0,0,1.0,1.0,1.0,0.0,0,1,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,1,0,32
