,location,company,summary,jkid,title,salary,stars,reviews,post_date,pull_date
137,"Chicago, IL 60601 (Loop area)",InfiCare Technologies,Qualification Excellent R skillsAt least 3 years of relevant experienceBachelors or Masters in relevant field with required experienceExtensive experience...,d319ec9a577ba74e,Data Scientist - Local Preferred,,,,3 days,2016-10-17 21:24:16.414864
138,"Chicago, IL",Civis Analytics,"Master’s degree in a technical field, such as statistics, machine learning, physics, engineering, or computer science or a bachelor’s degree and outstanding...",fa46bb2e8942688a,Data Scientist - Engineering,,,,30+ days,2016-10-17 21:24:16.414864
139,"Evanston, IL",Northwestern University,"When you consider a temporary opportunity at Northwestern University, you know that you are joining an institution with a deep history of academic, professional...",4641224782c20cd0,Temporary - Part-time Research Analyst,,52.199997,174,20 days,2016-10-17 21:24:16.414864
140,"Chicago, IL",Selby Jennings,"5+ years experience using R, SPSS, Python, Matlab or Java for applied techniques in data mining, machine learning or graph mining in the industrial or academic...",c539cc07d99688d1,Data Scientist – Big Data/Artificial Intelligence,"$135,000 - $165,000 a year",,,30+ days,2016-10-17 21:24:16.414864
141,"Chicago, IL",National Opinion Research Center (NORC),"The Health Care Research team conducts work on a variety of health policy topics including patient safety, health information technology, access to health care...",380930e4f10a47cc,Research Analyst - Health Care Research,,,,24 days,2016-10-17 21:24:16.414864
142,"Chicago, IL",Planet Pharma,"Develop, optimize and validate new chromatography methods using literature references and scientific principles....",ad9956da319a5e92,"Scientist II, Mass Spectrometry",,,,6 days,2016-10-17 21:24:16.414864
143,"Chicago, IL 60601 (Loop area)",InfiCare Technologies,"Be a key component of the Big Data and Data Sciences CoE, working directly with clients to solve varied business issues using internal and external data- Build...",171b42d4432c5e35,Data Scientist,,,,2 days,2016-10-17 21:24:16.414864
144,"Chicago, IL 60654 (Loop area)",Groupon,"PhD or MS in Computer Science, Engineering, Math or related Technical Field Preferred emphasis on algorithms, machine learning, data mining, statistics, applied...",c28d44fba927f674,"Data Scientist Intern, Summer 2017",,42.6,256,30+ days,2016-10-17 21:24:16.414864
145,"Chicago, IL",SoCore Energy,"Remain up-to-date on new technologies, trends, and industry standards for production modeling to ensure installations are compliant with industry best practices...",680afa466e913d0f,Data Scientist (Operations Engineering),,,,30+ days,2016-10-17 21:24:16.414864
146,"Chicago, IL",University of Chicago,"The Lab Manager is responsible for assuring that the lab complies with all regulatory mandates, including those of the Clinical Laboratory Improvement Act (CLIA...",77c6102974c98ffc,ITM Core Laboratory Manager,,52.800003,226,5 days,2016-10-17 21:24:16.414864
147,"Chicago, IL",LoyaltyOne,Continually support a strategic viewpoint as subject matter experts vs. data support to client Qualifications....,3367bad4f551de62,Senior Data Scientist,,39.0,30,30+ days,2016-10-17 21:24:16.414864
148,"Chicago, IL",Morningstar,"R, MATLAB)- Experience with data visualization is a plus (e.g. As a Quantitative Analyst, you will participate in the full research cycle including ideation,...",e94439719d687c9e,Quantitative Analyst,,43.8,45,30+ days,2016-10-17 21:24:16.414864
149,"Chicago, IL 60601 (Loop area)",Allstate Insurance,"Proficiency in with at least one of the following relevant machine learning packages Scikit-learn, Weka, R etc…....",ee5eb3d6f3ac8262,Machine Learning Engineer,,44.4,2837,30+ days,2016-10-17 21:24:16.414864
150,"Chicago, IL",Morningstar,"The Research group also provides data on hundreds of thousands of investment offerings, including stocks, mutual funds, and similar vehicles, along with real...",0028613905af51cd,Manager Research Analyst,,43.8,45,30+ days,2016-10-17 21:24:16.414864
151,"Chicago, IL","Amazon Web Services, Inc.",We are looking for talented and experienced Machine Learning Scientists who can apply innovative Machine Learning techniques to real-world problems....,5ca4c2f479f9ac57,Sr. Data Scientist,,43.2,9618,30+ days,2016-10-17 21:24:16.414864
152,"Chicago, IL",Ipsos North America,"Provide support in all phases of studies including questionnaire formatting, sample selection, fieldwork management, sample quotas, banner plans, tab plans, and...",63f9893b2006a991,Observer - Research Analyst,,42.6,185,30+ days,2016-10-17 21:24:16.414864
153,"Chicago, IL 60654 (Loop area)",Tempus,"Work in interdisciplinary groups of scientists, engineers, and product developers to translate research from our models into actionable insights....",ba217578251bdd17,SCIENTIST II - TUMOR ORGANOIDS,,51.0,7,30+ days,2016-10-17 21:24:16.414864
154,"Chicago, IL 60660 (Edgewater area)","SNI Technology - Chicago, IL","Experience working with large and complex data sets using Excel or SQL. PhD in finance, economics, mathematics, physics or engineering 5-7 years of relevant...",edb07909cd9dd19f,Senior Quantitative Financial Analyst,,,,30+ days,2016-10-17 21:24:16.414864
155,"Abbott Park, IL",Collins Consulting Inc,"Testing schemes, analyze data, write protocols:. Shall be able to perform under pressure to meet project deadlines....",34d1c87c8f2927aa,Associate Scientist I - Shift work,,52.199997,1279,5 days,2016-10-17 21:24:16.414864
156,"Chicago, IL 60661 (Near West Side area)",Teradata,"Mentor other data scientists. As a Principal Data Scientist, you will:. Out Data Science team delivers insights and value to clients from heterogeneous data...",55b8b790509a3f2a,Think Big Principal Data Scientist,,44.4,75,30+ days,2016-10-17 21:24:16.414864
